timestamp,domain,china_result_ipv4,china_result_ipv6,global_result_ipv4,global_result_ipv6,is_poisoned,is_poisoned_ipv4,is_poisoned_ipv6
2024-09-05T14:02:10.867211,google.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,microsoft.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,amazonaws.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,facebook.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,a-msedge.net,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,akamai.net,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,googleapis.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,apple.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,youtube.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,root-servers.net,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,azure.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,akamaiedge.net,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,twitter.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,cloudflare.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,instagram.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,office.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,gstatic.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,linkedin.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,tiktokcdn.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,live.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,googlevideo.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,googletagmanager.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,windowsupdate.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,akadns.net,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,gtld-servers.net,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,fbcdn.net,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,microsoftonline.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,amazon.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,wikipedia.org,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,domaincontrol.com,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,doubleclick.net,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,trafficmanager.net,[],[],[],[],False,False,False
2024-09-05T14:02:10.867211,bing.com,[],[],[],[],False,False,False
