timestamp,domain,china_result_ipv4,china_result_ipv6,global_result_ipv4,global_result_ipv6,is_poisoned,is_poisoned_ipv4,is_poisoned_ipv6
2024-09-05T19:04:55.064446,microsoft.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,google.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,amazonaws.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,facebook.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,a-msedge.net,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,akamai.net,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,googleapis.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,apple.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,youtube.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,root-servers.net,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,azure.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,akamaiedge.net,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,twitter.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,cloudflare.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,instagram.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,office.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,gstatic.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,linkedin.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,tiktokcdn.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,live.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,googlevideo.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,googletagmanager.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,windowsupdate.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,akadns.net,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,gtld-servers.net,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,fbcdn.net,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,microsoftonline.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,amazon.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,wikipedia.org,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,domaincontrol.com,[],[],[],[],False,False,False
2024-09-05T19:04:55.064446,doubleclick.net,[],[],[],[],False,False,False
