2024-11-15T09:12:24.111251,500px.com,1.1.1.1,A,"['3.166.216.68', '3.166.216.61', '3.166.216.100', '3.166.216.4']",,
2024-11-15T09:12:24.111251,5movierulz.bio,8.8.4.4,A,"['172.67.155.253', '104.21.64.210']",,
2024-11-15T09:12:24.111251,5movierulz.bio,1.1.1.1,A,"['172.67.155.253', '104.21.64.210']",,
2024-11-15T09:12:24.111251,4dex.io,9.9.9.10,A,[],NoAnswer,No answer for domain: 4dex.io on server: 9.9.9.10
2024-11-15T09:12:24.111251,4dex.io,123.125.81.6,A,[],NoAnswer,No answer for domain: 4dex.io on server: 123.125.81.6
2024-11-15T09:12:24.111251,5movierulz.bio,8.8.8.8,A,"['104.21.64.210', '172.67.155.253']",,
2024-11-15T09:12:24.111251,500px.com,208.67.222.220,A,"['13.35.186.76', '13.35.186.2', '13.35.186.65', '13.35.186.73']",,
2024-11-15T09:12:24.111251,4dex.io,195.208.4.1,A,[],NoAnswer,No answer for domain: 4dex.io on server: 195.208.4.1
2024-11-15T09:12:24.111251,4dex.io,180.76.76.76,A,[],NoAnswer,No answer for domain: 4dex.io on server: 180.76.76.76
2024-11-15T09:12:24.111251,4dex.io,195.208.5.1,A,[],NoAnswer,No answer for domain: 4dex.io on server: 195.208.5.1
2024-11-15T09:12:24.111251,5movierulz.bio,223.6.6.6,A,"['172.67.155.253', '104.21.64.210']",,
2024-11-15T09:12:24.111251,4dex.io,218.30.118.6,A,[],NoAnswer,No answer for domain: 4dex.io on server: 218.30.118.6
2024-11-15T09:12:24.111251,4dex.io,117.50.11.11,A,['42.236.73.28'],,
2024-11-15T09:12:24.111251,5movierulz.bio,180.76.76.76,A,"['104.21.64.210', '172.67.155.253']",,
2024-11-15T09:12:24.111251,4dex.io,101.226.4.6,A,[],NoAnswer,No answer for domain: 4dex.io on server: 101.226.4.6
2024-11-15T09:12:24.111251,5movierulz.bid,123.125.81.6,A,"['104.21.45.214', '172.67.219.51']",,
2024-11-15T09:12:24.111251,4kporn.xxx,8.8.8.8,A,"['172.67.8.122', '104.22.33.95', '104.22.32.95']",,
2024-11-15T09:12:24.112254,4dex.io,62.76.76.62,A,[],NoAnswer,No answer for domain: 4dex.io on server: 62.76.76.62
2024-11-15T09:12:24.112254,5movierulz.bid,195.208.5.1,A,"['104.21.45.214', '172.67.219.51']",,
2024-11-15T09:12:24.112254,4dex.io,208.67.222.222,A,[],NoAnswer,No answer for domain: 4dex.io on server: 208.67.222.222
2024-11-15T09:12:24.112254,4dex.io,62.76.62.76,A,[],NoAnswer,No answer for domain: 4dex.io on server: 62.76.62.76
2024-11-15T09:12:24.112254,5movierulz.bio,119.29.29.29,A,"['104.21.64.210', '172.67.155.253']",,
2024-11-15T09:12:24.112254,5movierulz.bio,223.5.5.5,A,"['104.21.64.210', '172.67.155.253']",,
