timestamp,domain,dns_server,record_type,answers,error_code,error_reason
2024-11-14T23:05:18.750800,awsapprunner.com,208.67.220.220,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 208.67.220.220
2024-11-14T23:05:18.750800,awsdns-06.com,208.67.220.220,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 208.67.220.220
2024-11-14T23:05:18.750800,aws.dev,94.140.15.15,A,[],NoAnswer,No answer for domain: aws.dev on server: 94.140.15.15
2024-11-14T23:05:18.750800,awsdns-06.com,94.140.14.14,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 94.140.14.14
2024-11-14T23:05:18.750800,awsapprunner.com,208.67.222.222,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 208.67.222.222
2024-11-14T23:05:18.750800,awmdm.com,2a10:50c0::ad1:ff,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2a10:50c0::ad1:ff
2024-11-14T23:05:18.750800,awin1.com,9.9.9.10,A,"['3.160.150.20', '3.160.150.83', '3.160.150.123', '3.160.150.78']",,
2024-11-14T23:05:18.752084,aweray.net,101.226.4.6,A,['35.200.66.95'],,
2024-11-14T23:05:18.752084,aws-prd.net,2400:3200::1,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2400:3200::1
2024-11-14T23:05:18.752084,awsdns-06.com,208.67.220.222,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 208.67.220.222
2024-11-14T23:05:18.752084,aws-prd.net,2a02:6b8:0:1::feed:0ff,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2a02:6b8:0:1::feed:0ff
2024-11-14T23:05:18.752084,aws.dev,223.5.5.5,A,[],NoAnswer,No answer for domain: aws.dev on server: 223.5.5.5
2024-11-14T23:05:18.752084,awin1.com,195.208.5.1,A,"['3.164.230.117', '3.164.230.60', '3.164.230.102', '3.164.230.92']",,
2024-11-14T23:05:18.752084,awsdns-06.com,9.9.9.10,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 9.9.9.10
2024-11-14T23:05:18.752084,aws.dev,114.114.114.114,A,[],NoAnswer,No answer for domain: aws.dev on server: 114.114.114.114
2024-11-14T23:05:18.752084,aws.dev,114.114.115.115,A,[],NoAnswer,No answer for domain: aws.dev on server: 114.114.115.115
2024-11-14T23:05:18.752084,awsdns-06.com,208.67.222.220,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 208.67.222.220
2024-11-14T23:05:18.752084,awin1.com,208.67.222.220,A,"['13.35.186.100', '13.35.186.103', '13.35.186.116', '13.35.186.76']",,
2024-11-14T23:05:18.752084,aws-prd.net,2001:6d0:d6::2001,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2001:6d0:d6::2001
2024-11-14T23:05:18.752084,awsdns-06.com,195.208.5.1,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 195.208.5.1
2024-11-14T23:05:18.752084,aws.dev,117.50.11.11,A,[],NoAnswer,No answer for domain: aws.dev on server: 117.50.11.11
2024-11-14T23:05:18.752084,aws.dev,101.226.4.6,A,[],NoAnswer,No answer for domain: aws.dev on server: 101.226.4.6
2024-11-14T23:05:18.752084,awsdns-06.com,208.67.222.222,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 208.67.222.222
2024-11-14T23:05:18.752084,aws-prd.net,2620:fe::10,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2620:fe::10
2024-11-14T23:05:18.752084,awin1.com,94.140.14.14,A,"['3.168.178.15', '3.168.178.64', '3.168.178.26', '3.168.178.89']",,
2024-11-14T23:05:18.752084,awin1.com,62.76.62.76,A,"['3.164.230.102', '3.164.230.60', '3.164.230.92', '3.164.230.117']",,
2024-11-14T23:05:18.752084,aws.dev,123.125.81.6,A,[],NoAnswer,No answer for domain: aws.dev on server: 123.125.81.6
2024-11-14T23:05:18.752084,awsdns-06.com,77.88.8.8,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 77.88.8.8
2024-11-14T23:05:18.752084,aws.dev,218.30.118.6,A,[],NoAnswer,No answer for domain: aws.dev on server: 218.30.118.6
2024-11-14T23:05:18.752084,aws-prd.net,2620:fe::fe,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2620:fe::fe
2024-11-14T23:05:18.752084,aws.dev,211.136.17.107,A,[],NoAnswer,No answer for domain: aws.dev on server: 211.136.17.107
2024-11-14T23:05:18.752084,aws-prd.net,2620:119:35::35,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2620:119:35::35
2024-11-14T23:05:18.752084,awin1.com,195.208.4.1,A,"['3.164.68.66', '3.164.68.125', '3.164.68.12', '3.164.68.10']",,
2024-11-14T23:05:18.752084,awin1.com,77.88.8.1,A,"['3.160.150.78', '3.160.150.83', '3.160.150.20', '3.160.150.123']",,
2024-11-14T23:05:18.752084,awsdns-06.com,8.8.8.8,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 8.8.8.8
2024-11-14T23:05:18.752084,aweray.net,117.50.11.11,A,['35.200.66.95'],,
2024-11-14T23:05:18.752084,aws-prd.net,2a02:6b8::feed:0ff,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2a02:6b8::feed:0ff
2024-11-14T23:05:18.752084,awin1.com,62.76.76.62,A,"['3.164.68.12', '3.164.68.125', '3.164.68.10', '3.164.68.66']",,
2024-11-14T23:05:18.753120,aws-prd.net,2a0c:a9c7:8::1,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2a0c:a9c7:8::1
2024-11-14T23:05:18.753120,awsdns-06.com,195.208.4.1,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 195.208.4.1
2024-11-14T23:05:18.753120,awin1.com,208.67.222.222,A,"['13.35.186.116', '13.35.186.76', '13.35.186.100', '13.35.186.103']",,
2024-11-14T23:05:18.753120,aws-prd.net,2a0c:a9c7:9::1,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2a0c:a9c7:9::1
2024-11-14T23:05:18.753120,awsdns-06.com,2.56.220.2,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 2.56.220.2
2024-11-14T23:05:18.753120,awmdm.com,2400:3200::1,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2400:3200::1
2024-11-14T23:05:18.753120,awin1.com,208.67.220.222,A,"['13.35.186.76', '13.35.186.100', '13.35.186.103', '13.35.186.116']",,
2024-11-14T23:05:18.753120,aws.dev,8.8.4.4,A,[],NoAnswer,No answer for domain: aws.dev on server: 8.8.4.4
2024-11-14T23:05:18.753120,aws.dev,119.29.29.29,A,[],NoAnswer,No answer for domain: aws.dev on server: 119.29.29.29
2024-11-14T23:05:18.753120,aws.dev,180.76.76.76,A,[],NoAnswer,No answer for domain: aws.dev on server: 180.76.76.76
2024-11-14T23:05:18.753120,awmdm.com,2402:4e00::,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2402:4e00::
2024-11-14T23:05:18.753120,aweray.net,123.125.81.6,A,['35.200.66.95'],,
2024-11-14T23:05:18.753120,awsdns-06.com,62.76.76.62,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 62.76.76.62
2024-11-14T23:05:18.753120,aws.dev,1.0.0.1,A,[],NoAnswer,No answer for domain: aws.dev on server: 1.0.0.1
2024-11-14T23:05:18.753120,awsdns-06.com,1.1.1.1,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 1.1.1.1
2024-11-14T23:05:18.753120,aws-prd.net,2a10:50c0::ad2:ff,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2a10:50c0::ad2:ff
2024-11-14T23:05:18.753120,aweray.net,211.136.17.107,A,['35.200.66.95'],,
2024-11-14T23:05:18.753120,awin1.com,9.9.9.9,A,[],Timeout,Timeout occurred for domain: awin1.com on server: 9.9.9.9
2024-11-14T23:05:18.753120,aws.dev,77.88.8.8,A,[],NoAnswer,No answer for domain: aws.dev on server: 77.88.8.8
2024-11-14T23:05:18.753120,awsapprunner.com,9.9.9.10,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 9.9.9.10
2024-11-14T23:05:18.753120,awmdm.com,2400:3200:baba::1,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2400:3200:baba::1
2024-11-14T23:05:18.753120,aws.dev,101.226.4.7,A,[],Timeout,Timeout occurred for domain: aws.dev on server: 101.226.4.7
2024-11-14T23:05:18.753120,awsdns-06.com,77.88.8.1,A,[],NoAnswer,No answer for domain: awsdns-06.com on server: 77.88.8.1
2024-11-14T23:05:18.753120,awin1.com,77.88.8.8,A,"['3.160.150.78', '3.160.150.20', '3.160.150.123', '3.160.150.83']",,
2024-11-14T23:05:18.753120,awsapprunner.com,195.208.5.1,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 195.208.5.1
2024-11-14T23:05:18.753120,aws.dev,62.76.76.62,A,[],NoAnswer,No answer for domain: aws.dev on server: 62.76.76.62
2024-11-14T23:05:18.753120,aws-prd.net,2a10:50c0::ad1:ff,AAAA,[],NoAnswer,No answer for domain: aws-prd.net on server: 2a10:50c0::ad1:ff
2024-11-14T23:05:18.753120,awsdns-06.com,9.9.9.9,A,[],Timeout,Timeout occurred for domain: awsdns-06.com on server: 9.9.9.9
