timestamp,domain,dns_server,record_type,answers,error_code,error_reason
2024-11-14T09:09:50.826408,apkpure.com,2.56.220.2,A,['108.160.167.30'],,
2024-11-14T09:09:50.826408,app.link,94.140.15.15,A,"['54.230.176.108', '54.230.176.100', '54.230.176.55', '54.230.176.117']",,
2024-11-14T09:09:50.826408,apnic.net,2620:fe::fe,AAAA,['2001:dd8:f::1'],,
2024-11-14T09:09:50.826408,apktorrents.com,2620:fe::fe,AAAA,[],NoAnswer,No answer for domain: apktorrents.com on server: 2620:fe::fe
2024-11-14T09:09:50.826408,app-us1.com,117.50.11.11,A,[],NoAnswer,No answer for domain: app-us1.com on server: 117.50.11.11
2024-11-14T09:09:50.826408,apnic.net,119.29.29.29,A,['202.12.29.1'],,
2024-11-14T09:09:50.826408,apkpure.com,77.88.8.8,A,['31.13.96.193'],,
2024-11-14T09:09:50.826408,app-analytics-services.com,2a0c:a9c7:8::1,AAAA,"['2a00:1450:4010:c0f::65', '2a00:1450:4010:c0f::8a', '2a00:1450:4010:c0f::71', '2a00:1450:4010:c0f::64']",,
2024-11-14T09:09:50.826408,app.link,117.50.11.11,A,['42.236.73.28'],,
2024-11-14T09:09:50.826408,app-analytics-services.com,2606:4700:4700::1001,AAAA,['2607:f8b0:4007:815::200e'],,
2024-11-14T09:09:50.827408,apktorrents.com,2a03:90c0:9992::1,AAAA,[],NoAnswer,No answer for domain: apktorrents.com on server: 2a03:90c0:9992::1
2024-11-14T09:09:50.827408,app-us1.com,208.67.222.222,A,[],NoAnswer,No answer for domain: app-us1.com on server: 208.67.222.222
2024-11-14T09:09:50.827408,app-us1.com,9.9.9.10,A,[],NoAnswer,No answer for domain: app-us1.com on server: 9.9.9.10
2024-11-14T09:09:50.827408,aposta.la,195.208.4.1,A,"['104.22.77.113', '172.67.7.180', '104.22.76.113']",,
2024-11-14T09:09:50.827408,app-analytics-services.com,2a03:90c0:999d::1,AAAA,['2401:3800:4002:800::1001'],,
2024-11-14T09:09:50.827408,apnews.com,2001:6d0:6d0::2001,AAAA,"['2606:4700::6810:1608', '2606:4700::6810:1708']",,
2024-11-14T09:09:50.827408,app-analytics-services.com,2620:119:35::35,AAAA,['2401:3800:4002:802::1001'],,
2024-11-14T09:09:50.827408,apkpure.com,208.67.220.222,A,['199.16.156.7'],,
2024-11-14T09:09:50.827408,apornvideo.com,119.29.29.29,A,"['172.67.170.119', '104.21.95.144']",,
2024-11-14T09:09:50.827408,app.link,223.5.5.5,A,"['13.226.120.109', '13.226.120.127', '13.226.120.52', '13.226.120.7']",,
2024-11-14T09:09:50.827408,app.link,1.1.1.1,A,"['3.166.228.14', '3.166.228.99', '3.166.228.82', '3.166.228.5']",,
2024-11-14T09:09:50.827408,apnic.net,2a0c:a9c7:8::1,AAAA,['2001:dd8:f::1'],,
2024-11-14T09:09:50.827408,apktorrents.com,2a02:6b8::feed:0ff,AAAA,[],NoAnswer,No answer for domain: apktorrents.com on server: 2a02:6b8::feed:0ff
2024-11-14T09:09:50.827408,aposta.la,1.0.0.1,A,"['104.22.76.113', '104.22.77.113', '172.67.7.180']",,
2024-11-14T09:09:50.827408,apkpure.com,94.140.14.14,A,['128.242.245.212'],,
2024-11-14T09:09:50.827408,apnews.com,2001:6d0:d6::2001,AAAA,"['2606:4700::6810:1608', '2606:4700::6810:1708']",,
2024-11-14T09:09:50.827408,apktorrents.com,2a02:6b8:0:1::feed:0ff,AAAA,[],NoAnswer,No answer for domain: apktorrents.com on server: 2a02:6b8:0:1::feed:0ff
2024-11-14T09:09:50.827408,app.link,1.0.0.1,A,"['54.230.21.31', '54.230.21.125', '54.230.21.56', '54.230.21.93']",,
2024-11-14T09:09:50.827408,app.link,114.114.114.114,A,"['13.226.120.7', '13.226.120.127', '13.226.120.52']",,
2024-11-14T09:09:50.827408,apnic.net,2001:6d0:d6::2001,AAAA,['2001:dd8:f::1'],,
2024-11-14T09:09:50.827408,apnic.net,2.56.220.2,A,['202.12.29.1'],,
2024-11-14T09:09:50.827408,app-analytics-services.com,2001:6d0:d6::2001,AAAA,"['2a00:1450:4010:c0e::71', '2a00:1450:4010:c0e::8b', '2a00:1450:4010:c0e::65', '2a00:1450:4010:c0e::66']",,
2024-11-14T09:09:50.827408,apornvideo.com,114.114.114.114,A,"['104.21.95.144', '172.67.170.119']",,
2024-11-14T09:09:50.827408,apktorrents.com,2a0c:a9c7:8::1,AAAA,[],NoAnswer,No answer for domain: apktorrents.com on server: 2a0c:a9c7:8::1
2024-11-14T09:09:50.827408,aposta.la,62.76.76.62,A,"['172.67.7.180', '104.22.76.113', '104.22.77.113']",,
2024-11-14T09:09:50.827408,apnic.net,2a0c:a9c7:9::1,AAAA,['2001:dd8:f::1'],,
2024-11-14T09:09:50.827408,app-analytics-services.com,2a02:6b8::feed:0ff,AAAA,['2a00:1450:400f:802::200e'],,
2024-11-14T09:09:50.827408,apnic.net,2a02:6b8::feed:0ff,AAAA,['2001:dd8:f::1'],,
2024-11-14T09:09:50.827408,app.link,114.114.115.115,A,"['13.226.120.52', '13.226.120.109', '13.226.120.127']",,
2024-11-14T09:09:50.827408,aposta.la,62.76.62.76,A,"['172.67.7.180', '104.22.77.113', '104.22.76.113']",,
2024-11-14T09:09:50.827408,app-analytics-services.com,2001:4860:4860::8888,AAAA,['2401:3800:4002:800::1001'],,
2024-11-14T09:09:50.827408,apkpure.com,208.67.222.222,A,['203.111.254.117'],,
2024-11-14T09:09:50.827408,apnic.net,2001:6d0:6d0::2001,AAAA,['2001:dd8:f::1'],,
2024-11-14T09:09:50.827408,app-us1.com,211.136.17.107,A,[],NoAnswer,No answer for domain: app-us1.com on server: 211.136.17.107
