timestamp,domain,china_result_ipv4,china_result_ipv6,global_result_ipv4,global_result_ipv6,is_poisoned,is_poisoned_ipv4,is_poisoned_ipv6
2024-09-06T06:22:52.920517,google.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,microsoft.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,amazonaws.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,facebook.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,a-msedge.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,akamai.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,googleapis.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,apple.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,youtube.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,root-servers.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,azure.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,akamaiedge.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,twitter.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,cloudflare.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,instagram.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,office.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,gstatic.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,linkedin.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,tiktokcdn.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,live.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,googlevideo.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,googletagmanager.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,windowsupdate.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,akadns.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,gtld-servers.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,fbcdn.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,microsoftonline.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,amazon.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,wikipedia.org,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,domaincontrol.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,doubleclick.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,trafficmanager.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,bing.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,googleusercontent.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,office.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,fastly.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,apple-dns.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,l-msedge.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,wordpress.org,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,googlesyndication.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,sharepoint.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,icloud.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,youtu.be,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,github.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,netflix.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,t-msedge.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,pinterest.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,aaplimg.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,whatsapp.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,yahoo.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,mail.ru,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,digicert.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,adobe.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,s-msedge.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,appsflyersdk.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,goo.gl,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,windows.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,cloudfront.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,skype.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,gvt2.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,com.plus,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,vimeo.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,spotify.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,tiktokv.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,msn.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,cdn77.org,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,yandex.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,gandi.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,gvt1.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,e2ro.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,whatsapp.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,office365.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,bit.ly,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,wordpress.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,zoom.us,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,google-analytics.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,googledomains.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,roblox.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,wac-msedge.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,ntp.org,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,bytefcdn-oversea.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,cloudflare.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,qq.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,nic.ru,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,ytimg.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,tiktok.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,edgekey.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,blogspot.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,mozilla.org,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,opera.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,lencr.org,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,reddit.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,unity3d.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,cloudflare-dns.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,googleadservices.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,baidu.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,cdninstagram.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,snapchat.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,trbcdn.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,intuit.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,europa.eu,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,mts.ru,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,amazon-adsystem.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,samsung.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,outlook.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,t.me,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,macromedia.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,comcast.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,a2z.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,x.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,nih.gov,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,tumblr.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,dropbox.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,msedge.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,wa.me,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,app-analytics-services.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,rbxcdn.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,rocket-cdn.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,app-measurement.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,gravatar.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,vk.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,github.io,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,sentry.io,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,registrar-servers.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,bytefcdn-ttpeu.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,windows.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,webex.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,ui.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,userapi.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,nytimes.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,aiv-cdn.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,b-msedge.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,dns.google,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,yandex.ru,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,msftncsi.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,edgesuite.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,xiaomi.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,one.one,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,forms.gle,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,ggpht.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,archive.org,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,ttlivecdn.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,nist.gov,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,flickr.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,apache.org,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,applovin.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,paypal.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,medium.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,spo-msedge.net,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,adnxs.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,meraki.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,epicgames.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,criteo.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,dnsowl.com,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,health.mil,[],[],[],[],False,False,False
2024-09-06T06:22:52.920517,dual-s-msedge.net,[],[],[],[],False,False,False
