timestamp,domain,dns_server,record_type,answers,error_code,error_reason
2024-11-14T12:33:23.923531,beeg.com,2001:6d0:d6::2001,AAAA,['2a03:2880:f136:83:face:b00c:0:25de'],,
2024-11-14T12:33:23.923531,bdydns.com,119.29.29.29,A,[],NoAnswer,No answer for domain: bdydns.com on server: 119.29.29.29
2024-11-14T12:33:23.924531,beboo.ru,208.67.222.222,A,"['104.23.131.56', '104.23.130.56']",,
2024-11-14T12:33:23.924531,beboo.ru,2a03:90c0:999d::1,AAAA,"['2606:4700:11::6817:8338', '2606:4700:11::6817:8238']",,
2024-11-14T12:33:23.924531,beboo.ru,9.9.9.10,A,"['104.23.131.56', '104.23.130.56']",,
2024-11-14T12:33:23.924531,bcvcdn.com,2.56.220.2,A,[],NoAnswer,No answer for domain: bcvcdn.com on server: 2.56.220.2
2024-11-14T12:33:23.924531,bdurl.net,2001:6d0:d6::2001,AAAA,[],NoAnswer,No answer for domain: bdurl.net on server: 2001:6d0:d6::2001
2024-11-14T12:33:23.924531,bebesong.com,1.0.0.1,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,beboo.ru,101.226.4.6,A,"['104.23.131.56', '104.23.130.56']",,
2024-11-14T12:33:23.924531,beboo.ru,123.125.81.6,A,"['104.23.130.56', '104.23.131.56']",,
2024-11-14T12:33:23.924531,beeg.com,2606:4700:4700::1001,AAAA,['2a03:2880:f12a:83:face:b00c:0:25de'],,
2024-11-14T12:33:23.924531,bebesong.com,95.85.95.85,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,beboo.ru,2606:4700:4700::1001,AAAA,"['2606:4700:11::6817:8338', '2606:4700:11::6817:8238']",,
2024-11-14T12:33:23.924531,beanywhere.com,195.208.4.1,A,[],NoAnswer,No answer for domain: beanywhere.com on server: 195.208.4.1
2024-11-14T12:33:23.924531,beehiiv.com,2a03:90c0:999d::1,AAAA,"['2606:4700::6812:4428', '2606:4700::6812:4528']",,
2024-11-14T12:33:23.924531,beboo.ru,114.114.115.115,A,"['104.23.130.56', '104.23.131.56']",,
2024-11-14T12:33:23.924531,beeg.com,2a02:6b8::feed:0ff,AAAA,['2a03:2880:f10e:83:face:b00c:0:25de'],,
2024-11-14T12:33:23.924531,bebesong.com,208.67.222.222,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,bdurl.net,2a0c:a9c7:9::1,AAAA,[],NoAnswer,No answer for domain: bdurl.net on server: 2a0c:a9c7:9::1
2024-11-14T12:33:23.924531,bcvcdn.com,77.88.8.8,A,[],NoAnswer,No answer for domain: bcvcdn.com on server: 77.88.8.8
2024-11-14T12:33:23.924531,beboo.ru,211.136.17.107,A,"['104.23.130.56', '104.23.131.56']",,
2024-11-14T12:33:23.924531,beboo.ru,117.50.11.11,A,"['104.23.131.56', '104.23.130.56']",,
2024-11-14T12:33:23.924531,beboo.ru,94.140.15.15,A,"['104.23.130.56', '104.23.131.56']",,
2024-11-14T12:33:23.924531,beeg.porn,2a03:90c0:999d::1,AAAA,['2001::adea:35a8'],,
2024-11-14T12:33:23.924531,beeg.porn,2a10:50c0::ad2:ff,AAAA,['2001::80f2:f03d'],,
2024-11-14T12:33:23.924531,beacons.ai,119.29.29.29,A,"['172.67.20.182', '104.22.38.98', '104.22.39.98']",,
2024-11-14T12:33:23.924531,beboo.ru,2001:4860:4860::8888,AAAA,"['2606:4700:11::6817:8238', '2606:4700:11::6817:8338']",,
2024-11-14T12:33:23.924531,bdurl.net,2a02:6b8:0:1::feed:0ff,AAAA,[],NoAnswer,No answer for domain: bdurl.net on server: 2a02:6b8:0:1::feed:0ff
2024-11-14T12:33:23.924531,beboo.ru,223.5.5.5,A,"['104.23.130.56', '104.23.131.56']",,
2024-11-14T12:33:23.924531,bebesong.com,223.5.5.5,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,beanywhere.com,1.0.0.1,A,[],NoAnswer,No answer for domain: beanywhere.com on server: 1.0.0.1
2024-11-14T12:33:23.924531,bcvcdn.com,208.67.220.222,A,[],NoAnswer,No answer for domain: bcvcdn.com on server: 208.67.220.222
2024-11-14T12:33:23.924531,beeg.porn,2606:4700:4700::1001,AAAA,['2001::6ca0:a5bd'],,
2024-11-14T12:33:23.924531,beboo.ru,2a0c:a9c7:8::1,AAAA,"['2606:4700:11::6817:8338', '2606:4700:11::6817:8238']",,
2024-11-14T12:33:23.924531,bcvcdn.com,94.140.14.14,A,[],NoAnswer,No answer for domain: bcvcdn.com on server: 94.140.14.14
2024-11-14T12:33:23.924531,bdurl.net,2001:6d0:6d0::2001,AAAA,[],NoAnswer,No answer for domain: bdurl.net on server: 2001:6d0:6d0::2001
2024-11-14T12:33:23.924531,bebesong.com,223.6.6.6,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,bdydns.com,2.56.220.2,A,[],NoAnswer,No answer for domain: bdydns.com on server: 2.56.220.2
2024-11-14T12:33:23.924531,beacons.ai,114.114.114.114,A,"['104.22.39.98', '172.67.20.182', '104.22.38.98']",,
2024-11-14T12:33:23.924531,beboo.ru,94.140.14.14,A,"['104.23.130.56', '104.23.131.56']",,
2024-11-14T12:33:23.924531,bebesong.com,117.50.11.11,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,beboo.ru,2620:119:35::35,AAAA,"['2606:4700:11::6817:8238', '2606:4700:11::6817:8338']",,
2024-11-14T12:33:23.924531,bdurl.net,2a0c:a9c7:8::1,AAAA,[],NoAnswer,No answer for domain: bdurl.net on server: 2a0c:a9c7:8::1
2024-11-14T12:33:23.924531,beboo.ru,114.114.114.114,A,"['104.23.131.56', '104.23.130.56']",,
2024-11-14T12:33:23.924531,beboo.ru,218.30.118.6,A,"['104.23.131.56', '104.23.130.56']",,
2024-11-14T12:33:23.924531,bdurl.net,2620:119:53::53,AAAA,[],NoAnswer,No answer for domain: bdurl.net on server: 2620:119:53::53
2024-11-14T12:33:23.924531,bebesong.com,94.140.14.14,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,beanywhere.com,62.76.76.62,A,[],NoAnswer,No answer for domain: beanywhere.com on server: 62.76.76.62
2024-11-14T12:33:23.924531,beeg.com,2a02:6b8:0:1::feed:0ff,AAAA,['2a03:2880:f11f:83:face:b00c:0:25de'],,
2024-11-14T12:33:23.924531,beeg.com,2a0c:a9c7:8::1,AAAA,['2a03:2880:f131:83:face:b00c:0:25de'],,
2024-11-14T12:33:23.924531,becasbenitojuarez.gob.mx,94.140.15.15,A,[],NoAnswer,No answer for domain: becasbenitojuarez.gob.mx on server: 94.140.15.15
2024-11-14T12:33:23.924531,beboo.ru,208.67.222.220,A,"['104.23.130.56', '104.23.131.56']",,
2024-11-14T12:33:23.924531,beanywhere.com,62.76.62.76,A,[],NoAnswer,No answer for domain: beanywhere.com on server: 62.76.62.76
2024-11-14T12:33:23.924531,bebesong.com,2620:119:53::53,AAAA,[],NoAnswer,No answer for domain: bebesong.com on server: 2620:119:53::53
2024-11-14T12:33:23.924531,bdurl.net,2001:4860:4860::8888,AAAA,[],NoAnswer,No answer for domain: bdurl.net on server: 2001:4860:4860::8888
2024-11-14T12:33:23.924531,beeg.porn,2606:4700:4700::1111,AAAA,['2001::adff:d12f'],,
2024-11-14T12:33:23.924531,beeg.porn,2a02:6b8:0:1::feed:0ff,AAAA,['2001::6ca0:ace8'],,
2024-11-14T12:33:23.924531,beboo.ru,2620:fe::10,AAAA,"['2606:4700:11::6817:8338', '2606:4700:11::6817:8238']",,
2024-11-14T12:33:23.924531,becasbenitojuarez.gob.mx,114.114.115.115,A,[],NoAnswer,No answer for domain: becasbenitojuarez.gob.mx on server: 114.114.115.115
2024-11-14T12:33:23.924531,bcvcdn.com,208.67.222.222,A,[],NoAnswer,No answer for domain: bcvcdn.com on server: 208.67.222.222
2024-11-14T12:33:23.924531,bebesong.com,123.125.81.6,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,bdurl.net,2620:fe::10,AAAA,[],NoAnswer,No answer for domain: bdurl.net on server: 2620:fe::10
2024-11-14T12:33:23.924531,bebesong.com,2400:3200:baba::1,AAAA,[],NoAnswer,No answer for domain: bebesong.com on server: 2400:3200:baba::1
2024-11-14T12:33:23.924531,beeg.com,2a10:50c0::ad2:ff,AAAA,['2001::80f2:fa9b'],,
2024-11-14T12:33:23.924531,bebesong.com,208.67.222.220,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,beeg.porn,2620:0:ccc::2,AAAA,['2001::76b8:4e4e'],,
2024-11-14T12:33:23.924531,becasbenitojuarez.gob.mx,208.67.220.222,A,[],NoAnswer,No answer for domain: becasbenitojuarez.gob.mx on server: 208.67.220.222
2024-11-14T12:33:23.924531,beanywhere.com,95.85.95.85,A,[],NoAnswer,No answer for domain: beanywhere.com on server: 95.85.95.85
2024-11-14T12:33:23.924531,bcvcdn.com,208.67.222.220,A,[],NoAnswer,No answer for domain: bcvcdn.com on server: 208.67.222.220
2024-11-14T12:33:23.924531,becasbenitojuarez.gob.mx,114.114.114.114,A,[],NoAnswer,No answer for domain: becasbenitojuarez.gob.mx on server: 114.114.114.114
2024-11-14T12:33:23.924531,beeg.com,2a0c:a9c7:9::1,AAAA,['2a03:2880:f12a:83:face:b00c:0:25de'],,
2024-11-14T12:33:23.924531,beeg.porn,2a03:90c0:9992::1,AAAA,['2001::722b:183b'],,
2024-11-14T12:33:23.924531,bcvcdn.com,195.208.5.1,A,[],NoAnswer,No answer for domain: bcvcdn.com on server: 195.208.5.1
2024-11-14T12:33:23.924531,bebesong.com,218.30.118.6,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,bebesong.com,208.67.220.220,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,beboo.ru,208.67.220.222,A,"['104.23.130.56', '104.23.131.56']",,
2024-11-14T12:33:23.924531,becasbenitojuarez.gob.mx,208.67.222.220,A,[],NoAnswer,No answer for domain: becasbenitojuarez.gob.mx on server: 208.67.222.220
2024-11-14T12:33:23.924531,bdurl.net,2a03:90c0:9992::1,AAAA,[],NoAnswer,No answer for domain: bdurl.net on server: 2a03:90c0:9992::1
2024-11-14T12:33:23.924531,beboo.ru,2606:4700:4700::1111,AAAA,"['2606:4700:11::6817:8238', '2606:4700:11::6817:8338']",,
2024-11-14T12:33:23.924531,beeg.porn,2001:4860:4860::8844,AAAA,['2001::68f4:2ba7'],,
2024-11-14T12:33:23.924531,beacons.ai,117.50.11.11,A,"['104.22.39.98', '172.67.20.182', '104.22.38.98']",,
2024-11-14T12:33:23.924531,beanywhere.com,208.67.222.222,A,[],NoAnswer,No answer for domain: beanywhere.com on server: 208.67.222.222
2024-11-14T12:33:23.924531,bebesong.com,208.67.220.222,A,['176.9.86.43'],,
2024-11-14T12:33:23.924531,beboo.ru,180.76.76.76,A,"['104.23.131.56', '104.23.130.56']",,
2024-11-14T12:33:23.924531,becasbenitojuarez.gob.mx,94.140.14.14,A,[],NoAnswer,No answer for domain: becasbenitojuarez.gob.mx on server: 94.140.14.14
2024-11-14T12:33:23.924531,beacons.ai,210.21.196.6,A,[],Timeout,Timeout occurred for domain: beacons.ai on server: 210.21.196.6
2024-11-14T12:33:23.924531,bdstatic.com,2400:da00::6666,AAAA,[],Timeout,Timeout occurred for domain: bdstatic.com on server: 2400:da00::6666
2024-11-14T12:33:23.924531,beeg.com,2a10:50c0::ad1:ff,AAAA,['2001::45c5:99b4'],,
2024-11-14T12:33:23.924531,bebesong.com,2400:da00::6666,AAAA,[],Timeout,Timeout occurred for domain: bebesong.com on server: 2400:da00::6666
