timestamp,domain,dns_server,record_type,answers,error_code,error_reason
2024-11-14T12:15:31.474522,baycrews.jp,2400:3200::1,AAAA,[],NoAnswer,No answer for domain: baycrews.jp on server: 2400:3200::1
2024-11-14T12:15:31.474522,battle.net,2001:4860:4860::8888,AAAA,[],NoAnswer,No answer for domain: battle.net on server: 2001:4860:4860::8888
2024-11-14T12:15:31.474522,bayer.com,2001:4860:4860::8844,AAAA,[],NoAnswer,No answer for domain: bayer.com on server: 2001:4860:4860::8844
2024-11-14T12:15:31.474522,batotoo.com,2402:4e00::,AAAA,"['2606:4700:3035::6815:5757', '2606:4700:3030::ac43:8e88']",,
2024-11-14T12:15:31.474522,basspro.com,119.29.29.29,A,['23.50.25.61'],,
2024-11-14T12:15:31.474522,bayer.com,117.50.11.11,A,['75.2.28.136'],,
2024-11-14T12:15:31.474522,bayern.de,1.1.1.1,A,['195.200.71.187'],,
2024-11-14T12:15:31.474522,bayer.com,123.125.81.6,A,['75.2.28.136'],,
2024-11-14T12:15:31.474522,baseball-reference.com,2.56.220.2,A,"['104.18.23.245', '104.18.22.245']",,
2024-11-14T12:15:31.474522,batch.com,119.29.29.29,A,['76.76.21.21'],,
2024-11-14T12:15:31.474522,battle.net,2606:4700:4700::1001,AAAA,[],NoAnswer,No answer for domain: battle.net on server: 2606:4700:4700::1001
2024-11-14T12:15:31.474522,baseball-reference.com,77.88.8.8,A,"['188.114.99.229', '188.114.98.229']",,
2024-11-14T12:15:31.474522,bayern.de,1.0.0.1,A,['195.200.71.187'],,
2024-11-14T12:15:31.474522,bathandbodyworks.com,195.208.4.1,A,"['98.158.52.206', '98.158.60.206']",,
2024-11-14T12:15:31.474522,bayer.com,2a02:6b8::feed:0ff,AAAA,[],NoAnswer,No answer for domain: bayer.com on server: 2a02:6b8::feed:0ff
2024-11-14T12:15:31.474522,bayer.com,2a03:90c0:999d::1,AAAA,[],NoAnswer,No answer for domain: bayer.com on server: 2a03:90c0:999d::1
2024-11-14T12:15:31.474522,baseball-reference.com,208.67.220.222,A,"['104.18.23.245', '104.18.22.245']",,
